latitude,longitude
26.863140881324643,75.80216378428986
26.8689832293186,75.82221267732834
26.866896570772013,75.82580204866741
26.863897316688586,75.81804931138053
26.868823401416993,75.82208427458065
26.861264705075822,75.81357545155487
26.87063656052851,75.81167507139678
26.85074994763353,75.81976089482004
26.87735658568797,75.80737490998342
26.8631521053267,75.80677628792483
26.866304079427543,75.81257332517086
26.875097859568683,75.82562986325722
26.867608734821438,75.82009895267312
26.854774830806516,75.83007339663348
26.867978344449195,75.83279366812607
26.86807000123829,75.81870516015175
26.858533947961018,75.8210434925487
26.86117302152081,75.8220831885951
26.874557182383,75.8104240231644
26.86350075256963,75.8307119751681
26.859459117796266,75.80858137052549
26.87806793756992,75.81089335860472
26.87472220521663,75.82542011272375
26.869045228228995,75.81442770328024
26.861439695251143,75.82001744256755
26.88135289492184,75.81417100705012
26.879322223189874,75.83150117819471
26.866114884609843,75.81864601176618
26.865196324851357,75.81543097149655
26.875918484184623,75.83109599360084
26.867744469960027,75.8204943869989
26.870204684926012,75.83667772985704
26.867806020963574,75.81657367882617
26.85468672500123,75.82125068137512
26.866805320967224,75.8179679000893
26.862648966524638,75.81907281074318
26.883715372307485,75.81476804645084
26.8715278699656,75.83652347863345
26.87062447300586,75.80828285082252
26.869051864550336,75.8203903478077
26.867228640254563,75.82173408966088
26.872074470029123,75.82164456773984
26.867613990794162,75.8021474934465
26.86697120104458,75.83231540289925
26.868435670655916,75.81894355301677
26.866752838569642,75.81925710119825
26.883502357445543,75.8143081871608
26.872458841832856,75.82050933765689
26.86504292753414,75.8165408379344
26.880542835231875,75.81578315890721
26.873170595554647,75.81965499158441
26.87812481794976,75.83096074274304
26.877685051217497,75.82639517278454
26.860722296038215,75.81726393247438
26.866984634249167,75.8191605855524
26.868591678138042,75.81534335505117
26.871048960547185,75.83335515348757
26.866497992076226,75.82254520509493
26.884011948656926,75.81554209438521
26.86690248441057,75.81916846866719
26.866229082562025,75.8345585076676
26.868423528789023,75.82322178067925
26.861921833259775,75.8190996872404
26.864366596351402,75.8257592459702
26.85243116942768,75.81689760933271
26.868392809057937,75.8228243253223
26.859650024194348,75.82592913566805
26.864537409850126,75.81579993804783
26.860419079235417,75.81116455520295
26.870217609592633,75.80825714097122
26.866846344551604,75.82592602980158
26.87815344798825,75.82845811699102
26.86379792355423,75.81691708264907
26.868623662295605,75.80930366689331
26.862478613052573,75.81072539905341
26.864752279453064,75.80177323233218
26.86859939376319,75.82522687813253
26.85565290174456,75.8309308016135
26.858975202446015,75.80700686567305
26.871213422754757,75.80515204599895
26.866873633951393,75.81638906011611
26.870150164645885,75.80965748277464
26.869994432175737,75.80354556929468
26.882112837632498,75.82555152741115
26.867591186827646,75.82464531135517
26.86741347728893,75.81887156929623
26.873577834806902,75.80853110166386
26.850771787956855,75.81142224423316
26.880702713257854,75.81403025158438
26.85726326304783,75.80987450781474
26.85252493150585,75.82430647787962
26.865437779925784,75.81538777572649
26.877546361344507,75.82565653592522
26.863805908650708,75.83032717037518
26.868686179728087,75.81994846013093
26.87591912112726,75.82837986621236
26.86522422325402,75.81709639515489
26.874790452926565,75.82312740725517
26.86839855305988,75.83008827062234
26.879032788284256,75.81639718375214
